Record Creation ,Frequent Flier Number,Join Date,First Name,Last Name,Inquiry Type,Most Recent Flight #,Lounge Used?,Departing Airport,Arrival Airport,Planned Snack?,Additional Snack?,# of Included Checked Bags,Total # of Checked Bags,Flight Delayed?
2022-09-15,5845673347.0,,thomas,Waters,3,U89474179,False,0,3,0,0,,14.0,0
2022-07-29,5845673347.0,,thomas,Waters,2,X57760814,True,1,9,1,0,,14.0,1
2021-08-06,5845673347.0,,thomas,waters,3,E90802988,False,3,10,1,0,,6.0,1
2022-11-04,5845673347.0,,THOMAS,waters,0,Z74548428,False,3,2,1,0,9.0,4.0,0
2021-12-28,1272242647.0,,geoffrey,anderson,2,W26091494,False,5,0,0,1,,16.0,1
2023-04-25,1272242647.0,,geoffrey,anderson,4,L07664263,True,9,5,2,0,,18.0,0
2023-06-06,1272242647.0,,GEOFFREY,anderson,2,L80202505,False,3,10,1,0,0.0,3.0,1
2024-04-15,1272242647.0,,geoffrey,anderson,1,Z53114620,False,2,0,0,1,11.0,18.0,0
2023-04-24,1272242647.0,,GEOFFREY,anderson,3,M73210949,False,5,6,0,1,,10.0,0
2023-08-24,1272242647.0,2011-07-27,GEOFFREY,anderson,2,X05033270,False,7,11,1,1,,5.0,1
2022-02-27,1272242647.0,2011-07-27,GEOFFREY,anderson,2,A44316744,False,0,7,1,0,3.0,10.0,1
2024-09-20,1272242647.0,,geoffrey,anderson,1,D13959095,True,7,0,0,0,,19.0,0
2024-07-29,1272242647.0,,GEOFFREY,anderson,1,N28201082,True,9,7,1,0,0.0,7.0,1
2023-01-11,1272242647.0,,GEOFFREY,Anderson,2,G28371470,True,9,0,0,2,11.0,1.0,0
2022-09-15,967266838.0,,richard,riley,2,,True,6,10,1,1,0.0,21.0,1
2023-03-03,967266838.0,,RICHARD,Riley,3,B69570328,True,5,9,2,0,,8.0,0
2024-02-20,967266838.0,2000-11-17,richard,riley,2,H64835635,True,0,5,1,0,,9.0,0
2021-05-25,967266838.0,,richard,Riley,1,U86666385,False,6,8,1,0,0.0,,1
2021-05-30,967266838.0,,richard,Riley,1,E73078525,True,6,8,0,0,13.0,6.0,1
2022-02-03,967266838.0,2000-11-17,RICHARD,riley,2,B21148774,False,5,3,0,2,0.0,,0
2023-07-25,967266838.0,,richard,Riley,0,J83328713,False,5,10,0,0,4.0,8.0,1
2023-09-23,967266838.0,,RICHARD,Riley,2,F90235315,False,6,8,2,1,0.0,24.0,1
2021-07-13,967266838.0,,RICHARD,,1,O20934450,False,3,2,0,0,3.0,8.0,0
2023-07-02,967266838.0,2000-11-17,RICHARD,Riley,2,R06703117,False,8,5,0,0,0.0,6.0,0
2024-04-19,7530660055.0,,ERICA,douglas,4,L41260197,True,11,4,0,1,8.0,15.0,0
2022-07-10,7530660055.0,,,douglas,0,L51733103,True,7,0,0,2,10.0,6.0,0
2023-11-26,7530660055.0,2004-03-03,ERICA,douglas,1,W22545031,False,9,3,0,1,0.0,8.0,0
2021-09-06,4937546245.0,2013-07-15,jacob,Olsen,3,V12335836,False,8,6,1,0,4.0,10.0,0
2021-03-01,4937546245.0,,JACOB,Olsen,0,G34853935,True,1,6,0,1,0.0,4.0,1
2022-01-04,4937546245.0,,jacob,olsen,3,N33486252,False,11,2,0,0,9.0,5.0,0
2021-01-11,4937546245.0,2013-07-15,JACOB,olsen,0,U41368583,False,11,8,1,0,0.0,6.0,1
2022-03-11,4937546245.0,,JACOB,olsen,2,M09409083,True,10,8,1,2,2.0,4.0,0
2022-08-11,3830205382.0,,JOHN,Nguyen,4,W06533075,True,5,3,0,1,0.0,10.0,1
2022-05-16,3830205382.0,,john,Nguyen,3,M24835330,False,6,11,2,0,0.0,2.0,1
2022-05-20,3830205382.0,,JOHN,nguyen,3,N33166668,True,10,0,0,1,2.0,22.0,1
2022-01-16,7646095472.0,,patrick,nolan,4,O05444501,False,4,6,0,0,9.0,13.0,1
2023-05-23,7646095472.0,,PATRICK,Nolan,3,Z29908981,True,5,11,1,0,0.0,20.0,1
2023-12-07,7646095472.0,2006-03-30,patrick,Nolan,1,R46850921,True,1,4,1,0,10.0,4.0,1
2024-10-14,7646095472.0,,PATRICK,Nolan,0,S20631008,True,8,6,1,1,10.0,10.0,0
2023-12-17,3418314139.0,,REBECCA,webb,1,O90932409,True,3,8,0,0,2.0,,0
2024-03-13,3418314139.0,2020-07-13,REBECCA,,3,Z47742338,False,6,11,0,1,10.0,17.0,1
2022-12-28,3418314139.0,,rebecca,Webb,2,P27602643,True,3,5,0,0,,7.0,1
2023-10-04,3418314139.0,2020-07-13,rebecca,webb,3,H54267553,True,11,6,0,0,,15.0,0
2024-02-11,3418314139.0,2020-07-13,rebecca,webb,4,E80709644,True,10,10,0,1,0.0,21.0,0
2024-01-28,2258892026.0,,EMILY,Cortez,2,Z13908985,False,9,3,1,1,12.0,17.0,0
2021-06-30,2258892026.0,,emily,Cortez,1,C18592966,False,4,8,0,1,1.0,7.0,1
2022-05-25,2258892026.0,2002-05-10,EMILY,cortez,4,X75391921,False,6,10,0,1,,10.0,0
2022-03-06,2258892026.0,,emily,cortez,3,G71730231,False,5,10,1,0,9.0,2.0,0
2024-08-17,1089329425.0,2011-04-24,ADAM,Hurley,3,N29613547,False,2,6,0,2,4.0,25.0,0
2021-03-11,Unknown,,ADAM,hurley,4,X95126288,False,5,6,1,0,4.0,10.0,0
2023-10-12,1089329425.0,,adam,Hurley,2,J47470856,False,3,8,1,1,3.0,,0
2023-07-19,1089329425.0,2011-04-24,adam,hurley,3,A38516720,True,9,6,1,1,0.0,7.0,1
2022-06-02,1089329425.0,,adam,Hurley,1,R62011495,False,9,0,1,2,0.0,9.0,1
2024-05-23,9752800793.0,,alicia,Brown,1,V79761275,True,10,6,1,1,4.0,18.0,0
2022-10-15,9752800793.0,,alicia,brown,2,S30121420,False,5,6,1,0,0.0,6.0,0
2023-02-22,9752800793.0,2003-12-05,alicia,brown,0,F89007185,False,2,10,1,0,,4.0,0
2022-02-27,9752800793.0,,alicia,brown,0,I68011615,False,7,4,1,0,12.0,10.0,0
2022-05-16,4939712645.0,,lee,patrick,3,J20464555,True,10,4,1,1,10.0,20.0,1
2021-07-19,4939712645.0,,lee,patrick,0,N65991027,True,2,8,0,2,2.0,16.0,0
2023-05-12,4939712645.0,,LEE,patrick,1,M64878192,False,7,6,0,0,0.0,20.0,1
2023-09-11,9864589506.0,2001-07-01,STEVEN,Mullins,1,U48163179,True,7,4,0,1,0.0,9.0,0
2021-02-11,9864589506.0,2001-07-01,steven,mullins,2,E09877147,False,2,8,0,0,,,1
2021-07-18,9864589506.0,2001-07-01,STEVEN,mullins,0,N40279905,True,0,11,1,1,9.0,21.0,0
2024-05-23,5761897577.0,,CHRISTINE,barnes,0,U40776931,True,4,8,1,2,0.0,21.0,0
2022-02-28,5761897577.0,,christine,barnes,2,N52156471,False,2,6,0,0,,7.0,0
2021-11-03,5761897577.0,2023-01-22,christine,barnes,2,G12225365,True,2,6,0,1,,1.0,0
2022-04-14,5761897577.0,,CHRISTINE,barnes,3,,False,8,9,0,2,,8.0,0
2023-03-24,5761897577.0,,christine,Barnes,0,X33782688,True,0,9,1,0,9.0,18.0,1
2022-03-17,5761897577.0,,christine,Barnes,3,B52021520,False,10,5,1,1,4.0,20.0,0
2023-09-05,5761897577.0,,CHRISTINE,barnes,1,N23547031,True,3,0,2,0,11.0,1.0,0
2023-07-10,5761897577.0,2023-01-22,CHRISTINE,Barnes,4,C20842472,False,7,11,0,0,,16.0,0
2024-01-20,5761897577.0,,CHRISTINE,barnes,2,L78241848,False,4,11,1,0,2.0,8.0,1
2023-12-16,Unknown,2023-01-22,christine,Barnes,2,C23957017,True,9,5,1,2,1.0,3.0,0
2023-05-18,1745014994.0,2002-04-07,thomas,graves,0,A27961958,True,1,4,1,0,9.0,1.0,0
2024-09-30,1745014994.0,2002-04-07,THOMAS,Graves,2,F14825291,False,4,8,1,1,3.0,8.0,0
2022-12-19,1745014994.0,,thomas,,1,U37062301,False,9,3,0,1,0.0,1.0,1
2021-08-23,1745014994.0,,thomas,graves,1,S59214024,False,6,3,1,0,0.0,18.0,1
2021-04-06,1745014994.0,,THOMAS,graves,2,J62240406,True,1,2,0,1,7.0,13.0,0
2021-10-20,1745014994.0,2002-04-07,THOMAS,Graves,1,M45272271,False,9,5,0,0,0.0,9.0,1
2021-09-23,1745014994.0,2002-04-07,thomas,graves,1,N16810084,True,2,5,0,1,13.0,17.0,1
2021-04-20,1745014994.0,2002-04-07,THOMAS,Graves,1,Y13479744,True,7,6,1,1,,12.0,1
2023-01-11,1745014994.0,,thomas,graves,1,X78683383,True,5,9,0,1,,7.0,1
2022-06-24,1745014994.0,,thomas,Graves,3,H02764641,False,2,3,0,0,4.0,5.0,1
2023-04-01,12758200.0,,ALEX,Craig,0,J00090933,False,1,7,0,0,,8.0,0
2023-01-04,12758200.0,,alex,Craig,3,Q70737452,True,8,3,1,0,0.0,12.0,0
2023-05-02,12758200.0,,ALEX,craig,1,M25589134,False,1,8,0,1,,7.0,0
2021-09-30,12758200.0,1988-05-30,ALEX,craig,2,T44006571,False,5,3,1,1,11.0,16.0,0
2024-03-15,1107077278.0,,MARY,hayes,2,A96357101,True,4,2,1,0,,,0
2021-12-17,1107077278.0,,mary,Hayes,4,C15461336,False,9,10,0,0,0.0,,1
2024-08-04,1107077278.0,,MARY,Hayes,0,T78512069,True,4,8,2,0,10.0,19.0,0
2022-09-28,1107077278.0,,MARY,hayes,3,J59037165,True,3,8,1,1,4.0,13.0,1
2021-08-24,1107077278.0,,mary,Hayes,0,W41801796,True,0,2,1,1,8.0,,0
2022-08-12,1107077278.0,1999-05-23,MARY,hayes,3,F74758378,True,11,4,0,1,2.0,2.0,0
2023-08-29,1107077278.0,1999-05-23,mary,hayes,1,R73328584,True,2,6,1,1,3.0,18.0,0
2022-02-18,1107077278.0,,mary,hayes,4,K62753968,True,7,9,0,0,3.0,8.0,0
2023-04-01,1107077278.0,,MARY,Hayes,1,L49144801,True,1,0,1,0,0.0,23.0,1
2021-10-25,1107077278.0,1999-05-23,mary,hayes,2,V58957269,False,3,2,1,1,1.0,9.0,0
2022-02-08,2710187265.0,2024-01-24,david,Hicks,0,L30938423,True,8,4,1,0,,19.0,0
2023-09-09,2710187265.0,,DAVID,Hicks,0,T64431186,True,0,9,0,1,0.0,8.0,1
2022-06-15,2710187265.0,,david,Hicks,3,B27326562,True,3,5,0,1,4.0,13.0,1
2021-08-21,7160850253.0,1990-03-20,DAVID,gibson,2,G41787932,False,1,2,1,1,,16.0,0
2023-11-01,Unknown,,david,Gibson,2,,True,0,7,1,0,0.0,5.0,1
2022-12-09,7160850253.0,,david,Gibson,2,B45523996,False,9,6,0,0,14.0,7.0,0
2024-08-05,5462134219.0,,christina,valdez,2,R36445073,False,7,3,1,0,,16.0,0
2024-05-03,5462134219.0,,CHRISTINA,valdez,2,W77799056,True,5,9,0,1,0.0,2.0,0
2021-05-25,5462134219.0,,christina,Valdez,1,T13330220,False,10,2,0,0,0.0,16.0,1
2023-05-10,3594164303.0,2000-03-27,LEAH,Griffith,3,U09279118,True,5,3,1,1,0.0,9.0,0
2023-06-26,3594164303.0,2000-03-27,leah,griffith,4,U73989365,True,8,11,0,0,,15.0,1
2021-05-22,3594164303.0,2000-03-27,LEAH,Griffith,4,U99966211,False,9,6,1,1,,17.0,1
2022-01-07,3594164303.0,,,Griffith,0,Q26365305,False,1,11,1,1,7.0,21.0,0
2023-02-18,3594164303.0,,LEAH,Griffith,2,Q10371233,False,8,3,1,1,,5.0,0
2023-09-27,150199831.0,,cheryl,mitchell,3,E43316976,True,10,6,0,1,4.0,10.0,1
2021-08-15,150199831.0,2010-11-23,CHERYL,mitchell,3,V36233842,True,9,5,0,0,0.0,9.0,1
2021-08-11,150199831.0,,CHERYL,mitchell,1,I16881334,False,3,0,0,0,8.0,7.0,0
2023-01-26,150199831.0,2010-11-23,cheryl,mitchell,4,O93762973,True,9,1,1,0,1.0,1.0,0
2021-01-31,150199831.0,2010-11-23,cheryl,mitchell,3,A10117329,False,3,5,0,0,1.0,9.0,0
2021-04-25,150199831.0,2010-11-23,CHERYL,mitchell,2,I51426062,True,11,1,0,0,1.0,15.0,0
2022-10-12,150199831.0,,CHERYL,Mitchell,0,I77433151,True,5,4,0,1,,6.0,1
2024-03-23,150199831.0,,CHERYL,Mitchell,1,V75653483,False,5,3,1,0,2.0,7.0,1
2023-04-29,150199831.0,2010-11-23,cheryl,Mitchell,3,Z78540866,False,0,7,2,1,9.0,17.0,1
2021-04-27,150199831.0,2010-11-23,CHERYL,mitchell,1,V85619130,True,3,0,0,0,10.0,10.0,0
2023-09-16,6801078305.0,2016-04-28,DONNA,wright,3,T19835571,False,4,9,1,1,,2.0,0
2024-02-15,6801078305.0,,donna,wright,3,,False,0,8,0,0,14.0,1.0,0
2022-08-01,Unknown,,DONNA,Wright,3,G56929927,True,2,5,0,0,1.0,13.0,0
2021-11-12,6801078305.0,2016-04-28,DONNA,Wright,0,W97554131,True,7,8,1,1,0.0,21.0,1
2023-03-11,6801078305.0,,,wright,0,V61753297,True,7,2,0,1,12.0,22.0,1
2023-05-26,929318854.0,,DEANNA,juarez,1,S68729852,True,4,5,0,1,4.0,5.0,1
2023-06-05,929318854.0,,DEANNA,Juarez,3,D60855429,False,4,7,1,0,2.0,15.0,1
2022-09-09,929318854.0,,deanna,Juarez,1,W95486132,True,8,3,1,0,11.0,15.0,1
2024-05-29,Unknown,,,Juarez,1,S61498940,True,7,0,0,0,,18.0,1
2022-03-05,4033051329.0,,CRAIG,Mack,0,A74494430,False,11,1,2,0,6.0,9.0,0
2021-04-28,4033051329.0,1988-11-13,craig,Mack,2,J77202697,False,9,1,0,0,,6.0,1
2022-05-14,4033051329.0,1988-11-13,craig,mack,2,V04109314,False,9,8,0,0,9.0,15.0,0
2023-06-18,4033051329.0,,craig,,1,O23738197,True,8,0,1,1,,19.0,0
2021-08-16,4614221628.0,1991-10-12,,Spencer,3,I67098270,False,5,9,0,1,,18.0,0
2023-02-21,4614221628.0,,GABRIEL,spencer,3,O46774585,False,1,0,0,1,2.0,12.0,0
2024-09-07,4614221628.0,1991-10-12,gabriel,Spencer,0,E41275150,True,4,9,1,0,,1.0,0
2022-12-01,8066311660.0,,samuel,Carroll,2,Y98670861,True,7,6,0,2,0.0,5.0,1
2022-06-27,8066311660.0,,SAMUEL,carroll,0,T59011372,True,4,0,2,0,0.0,4.0,1
2022-12-20,8066311660.0,,samuel,carroll,2,H56099309,True,0,4,1,0,0.0,10.0,0
2024-05-25,8066311660.0,2005-12-31,SAMUEL,carroll,1,Z67519867,False,9,1,1,0,0.0,,1
2021-12-05,5013070909.0,,cassandra,Garcia,0,O01995501,False,10,0,0,1,0.0,5.0,0
2023-10-02,5013070909.0,,cassandra,garcia,1,O40431445,False,9,3,0,1,0.0,10.0,0
2024-02-05,5013070909.0,2003-03-16,CASSANDRA,,0,E35334809,False,1,6,0,0,1.0,21.0,0
2024-10-05,5013070909.0,,cassandra,,1,M52736896,True,2,10,1,0,6.0,4.0,0
2021-08-09,2372487860.0,,DAVE,jones,2,W34492905,False,1,3,0,0,0.0,3.0,1
2023-03-16,2372487860.0,,dave,jones,2,W09039949,True,7,1,1,0,1.0,8.0,0
2024-01-18,2372487860.0,,DAVE,Jones,1,T70410054,False,11,9,0,0,0.0,8.0,0
2023-02-04,2372487860.0,,dave,jones,3,J77084821,False,2,8,0,1,4.0,4.0,1
2023-08-19,6888657500.0,,,Hopkins,3,D66482321,True,9,8,1,0,,16.0,0
2022-04-02,6888657500.0,2022-07-07,ian,hopkins,3,A41235142,True,9,0,0,1,0.0,9.0,0
2023-10-07,6888657500.0,,IAN,hopkins,0,R25285607,True,4,2,0,1,13.0,,0
2021-08-24,6888657500.0,,ian,hopkins,2,G04313469,True,5,2,0,0,,12.0,0
2023-12-16,6888657500.0,,IAN,hopkins,1,A40219224,True,9,3,1,1,,6.0,1
2022-08-06,1539207410.0,,hannah,hood,3,E76311553,True,8,0,0,1,10.0,15.0,0
2023-02-04,1539207410.0,,hannah,hood,0,A50452673,True,0,7,0,1,12.0,,1
2021-10-22,1539207410.0,,HANNAH,Hood,1,P46923615,False,9,7,1,1,2.0,18.0,1
2023-01-08,1539207410.0,,HANNAH,,2,Y79771623,False,8,11,0,1,10.0,6.0,1
2022-10-17,1539207410.0,,hannah,Hood,2,Y23323954,True,7,6,0,0,0.0,7.0,0
2022-07-01,7000672394.0,1993-02-12,JENNA,,0,I11055781,False,11,6,1,0,,5.0,1
2024-06-07,7000672394.0,,jenna,mcdonald,3,,True,7,0,1,0,9.0,11.0,1
2021-03-30,7000672394.0,,jenna,Mcdonald,0,O20597711,False,2,9,1,1,11.0,,0
2021-04-26,Unknown,1993-02-12,JENNA,Mcdonald,2,Z46650266,False,0,3,1,0,9.0,20.0,0
2021-12-14,7000672394.0,,JENNA,mcdonald,3,G17107174,True,2,1,1,0,9.0,14.0,1
2023-03-10,Unknown,2020-04-15,WHITNEY,,1,F53917890,True,8,3,0,1,0.0,13.0,0
2021-09-07,8193106467.0,,whitney,Hoffman,2,E92277158,False,10,5,0,2,3.0,1.0,1
2024-06-27,8193106467.0,2020-04-15,whitney,hoffman,2,Y97354207,True,11,4,0,1,0.0,13.0,1
2024-05-16,Unknown,,WHITNEY,hoffman,2,Q67060378,False,6,3,0,1,0.0,5.0,0
2021-05-08,2274634748.0,,steven,leonard,1,V13203203,False,4,1,2,1,11.0,1.0,1
2022-10-11,2274634748.0,,STEVEN,leonard,0,Y57777029,False,1,11,1,0,4.0,6.0,1
2024-01-12,Unknown,,steven,Leonard,1,O48359927,False,1,2,0,1,,3.0,1
2024-03-04,2274634748.0,,steven,leonard,3,B96477699,True,9,10,1,1,0.0,3.0,1
2023-05-30,2274634748.0,,steven,leonard,1,,False,7,9,1,1,9.0,12.0,1
2023-08-03,2274634748.0,,steven,leonard,3,Z29777185,False,11,3,0,0,2.0,,1
2021-08-12,2274634748.0,,STEVEN,Leonard,1,R81792363,False,8,9,1,0,,11.0,0
2023-08-09,Unknown,1997-07-14,STEVEN,leonard,0,B79374980,True,6,1,1,1,8.0,,0
2022-10-21,2274634748.0,,steven,,2,T68771701,True,4,2,0,1,,22.0,1
2022-09-18,2274634748.0,1997-07-14,steven,Leonard,4,U19043327,True,6,4,0,1,11.0,16.0,1
2021-11-14,584542608.0,,lynn,avery,1,U89696723,False,0,5,1,0,2.0,8.0,0
2021-02-03,584542608.0,,LYNN,Avery,2,R41668069,True,0,6,1,1,1.0,8.0,0
2022-09-28,584542608.0,2024-02-14,lynn,Avery,0,U03261779,False,2,10,0,0,14.0,8.0,1
2023-10-06,584542608.0,,LYNN,avery,2,F21638312,False,10,7,0,1,7.0,2.0,0
2024-05-26,584542608.0,,LYNN,avery,1,F90301901,True,0,8,0,1,,25.0,1
2024-01-31,584542608.0,,LYNN,avery,2,A37926128,True,9,0,1,1,7.0,6.0,0
2022-08-11,584542608.0,2024-02-14,LYNN,Avery,1,E03194050,True,5,7,1,2,0.0,12.0,0
2021-10-27,584542608.0,2024-02-14,lynn,avery,2,A87271886,True,0,9,1,1,8.0,21.0,1
2021-12-15,584542608.0,,lynn,Avery,0,S58605130,False,3,5,0,0,10.0,9.0,0
2022-11-15,584542608.0,2024-02-14,lynn,avery,4,M90582172,False,1,6,1,0,10.0,7.0,0
2024-02-24,Unknown,,NATASHA,stevens,0,S63737421,False,2,1,0,1,6.0,9.0,0
2021-09-12,9998535377.0,,natasha,Stevens,0,J12651277,True,5,7,0,1,,13.0,1
2022-10-20,9998535377.0,,natasha,Stevens,4,C87901392,False,2,11,0,0,7.0,19.0,0
2022-08-16,9998535377.0,,NATASHA,stevens,1,N54707921,False,8,6,0,1,,21.0,0
2022-04-10,9998535377.0,,NATASHA,Stevens,0,Z30641401,False,2,8,0,0,14.0,17.0,1
2021-08-11,5659875856.0,1988-11-13,,bradley,0,G72110415,False,0,7,0,1,,6.0,0
2021-04-20,5659875856.0,,MELANIE,bradley,1,N89448394,True,7,8,0,1,0.0,9.0,1
2022-12-30,5659875856.0,1988-11-13,MELANIE,Bradley,2,U99984035,True,6,7,0,0,9.0,12.0,1
2021-02-28,5659875856.0,,MELANIE,bradley,1,L28639862,True,9,3,1,1,6.0,1.0,0
2024-02-13,5659875856.0,,MELANIE,bradley,2,L93321078,True,6,9,1,0,,19.0,0
2024-09-13,4783892961.0,,ROBERT,Wilson,1,N93011006,False,6,10,0,1,0.0,7.0,1
2023-03-13,4783892961.0,,robert,Wilson,0,N33138919,True,7,4,1,1,7.0,20.0,0
2021-06-15,4783892961.0,,ROBERT,wilson,2,E40666849,True,0,4,0,0,,19.0,0
2023-08-15,4783892961.0,,robert,Wilson,1,E02884160,True,2,3,1,1,0.0,,0
2024-01-19,4783892961.0,,robert,wilson,2,M47724249,False,2,9,1,0,4.0,10.0,0
2023-12-26,9743503929.0,1994-02-05,CYNTHIA,Williams,2,U99396315,True,6,11,0,0,,4.0,1
2023-07-10,9743503929.0,,cynthia,williams,3,C17499348,True,2,0,1,0,2.0,7.0,1
2021-07-18,9743503929.0,,CYNTHIA,Williams,0,N97351684,True,11,7,0,0,11.0,15.0,1
2022-10-16,307995020.0,1999-03-06,megan,Rivera,2,Q30912186,True,1,7,0,1,,12.0,0
2023-12-27,307995020.0,,MEGAN,rivera,3,U12364717,False,10,9,0,1,1.0,10.0,1
2023-08-05,307995020.0,,megan,Rivera,0,M54334573,False,8,4,1,0,2.0,9.0,0
2021-04-13,307995020.0,,,Rivera,1,Y44062383,True,6,4,0,1,11.0,19.0,1
2024-07-07,307995020.0,1999-03-06,megan,Rivera,0,C94458360,False,5,8,0,0,4.0,18.0,0
2022-05-25,7542884632.0,,CRYSTAL,Lewis,3,E55140282,True,8,5,1,0,10.0,1.0,0
2023-02-01,7542884632.0,,CRYSTAL,lewis,1,A22371646,False,2,5,0,1,,15.0,0
2021-01-19,7542884632.0,2000-11-13,CRYSTAL,Lewis,0,F46063826,False,1,5,0,0,3.0,2.0,1
2023-03-18,7542884632.0,,CRYSTAL,Lewis,1,Y87600332,False,1,6,1,1,2.0,6.0,0
2022-12-28,1350296501.0,,elizabeth,little,0,X84069400,True,7,5,1,1,0.0,23.0,1
2023-02-14,1350296501.0,,elizabeth,Little,4,R79311693,True,6,0,1,0,0.0,15.0,0
2024-03-31,1350296501.0,,ELIZABETH,little,2,K79755108,True,8,6,0,0,0.0,9.0,0
2024-02-02,1350296501.0,,ELIZABETH,little,1,Y02096224,True,5,9,0,1,,5.0,1
2021-02-13,1350296501.0,,elizabeth,Little,3,L97003769,True,5,7,0,0,0.0,19.0,1
2022-04-09,1415892574.0,,,Warren,0,U73148767,True,2,3,1,0,10.0,17.0,0
2022-08-09,1415892574.0,2015-05-07,KATHLEEN,warren,2,Z48944683,True,5,3,0,1,,21.0,1
2021-01-31,1415892574.0,,kathleen,warren,1,X62734200,False,9,1,0,1,3.0,9.0,1
2023-05-07,1415892574.0,2015-05-07,kathleen,warren,3,N91795750,True,1,2,1,1,0.0,2.0,0
2023-11-10,1415892574.0,,KATHLEEN,Warren,2,G34595602,False,5,2,1,0,0.0,,0
2022-07-20,7948009431.0,2012-10-08,brett,Avila,0,X20169859,False,4,6,0,0,0.0,16.0,1
2021-11-27,7948009431.0,2012-10-08,brett,avila,0,G44267847,False,2,6,0,0,9.0,21.0,1
2022-07-08,7948009431.0,,brett,Avila,2,W90192397,False,9,6,0,1,6.0,4.0,1
2022-05-02,824170873.0,,WENDY,allen,0,U00069137,False,7,9,0,1,6.0,16.0,0
2021-06-14,824170873.0,,wendy,Allen,1,G90084010,False,3,2,0,0,,11.0,1
2024-04-17,824170873.0,,WENDY,allen,0,J82853125,True,1,3,0,2,,,1
2022-02-23,824170873.0,,wendy,allen,3,J85004621,False,9,10,0,0,2.0,15.0,1
2024-07-30,2948167777.0,,ANNETTE,Watkins,3,B17146983,False,11,7,0,2,0.0,10.0,1
2023-07-03,2948167777.0,,annette,Watkins,0,X30011913,False,10,0,0,1,1.0,8.0,1
2024-04-01,2948167777.0,,annette,Watkins,2,T31781881,False,1,10,1,0,0.0,12.0,1
2022-05-21,Unknown,,,Watkins,1,D50569416,False,3,9,1,1,10.0,,0
2024-10-01,890662297.0,,WHITNEY,,2,Y94934817,False,7,8,0,0,,5.0,0
2021-03-22,890662297.0,,whitney,Green,3,X93879924,True,6,4,1,2,,20.0,1
2021-12-12,890662297.0,,WHITNEY,Green,2,Y62549059,True,5,8,1,1,8.0,18.0,0
2021-07-19,7850203366.0,,jessica,Garcia,1,U56578597,False,8,5,2,1,10.0,7.0,1
2024-08-16,7850203366.0,,JESSICA,garcia,1,L00215070,False,2,6,1,1,4.0,9.0,1
2024-07-28,7850203366.0,,JESSICA,garcia,0,C40905951,False,7,8,1,1,,10.0,1
2022-07-16,7850203366.0,,JESSICA,Garcia,1,S03167001,True,4,7,1,0,2.0,9.0,1
2023-05-18,7850203366.0,,jessica,garcia,3,C76125541,True,11,9,1,1,0.0,3.0,1
2022-03-09,7850203366.0,,jessica,garcia,2,C76750770,False,1,5,0,0,0.0,4.0,1
2023-02-26,7850203366.0,,JESSICA,Garcia,1,U91593384,False,9,7,0,1,,20.0,1
2023-01-08,7850203366.0,,jessica,Garcia,4,E92874725,True,6,4,1,1,,7.0,1
2021-07-05,7850203366.0,2017-07-06,JESSICA,Garcia,0,W97026444,False,7,0,1,1,2.0,8.0,0
2023-04-15,Unknown,,jessica,garcia,3,,True,8,2,0,1,0.0,10.0,0
2022-09-10,4845123531.0,,hector,Collier,2,F28750314,False,1,3,1,0,0.0,2.0,0
2023-12-19,4845123531.0,,hector,collier,2,A11291897,True,8,7,0,1,,17.0,0
2022-09-04,4845123531.0,2010-01-30,HECTOR,Collier,0,C58295798,False,8,0,1,1,0.0,14.0,0
2022-07-31,4845123531.0,,HECTOR,collier,3,G67121289,False,11,0,0,1,4.0,10.0,1
2023-06-06,Unknown,,HECTOR,,1,Q21912405,False,6,0,1,2,0.0,16.0,0
2022-04-26,197406443.0,,mackenzie,mendoza,4,P93812040,False,6,9,0,0,,1.0,1
2023-10-26,197406443.0,,mackenzie,mendoza,3,B51530237,True,0,1,1,0,4.0,9.0,1
2023-06-18,197406443.0,,mackenzie,Mendoza,0,L60776740,False,4,1,1,0,14.0,7.0,0
2023-02-18,197406443.0,,mackenzie,mendoza,0,M03594103,False,8,2,1,0,0.0,4.0,1
2021-12-12,5254684055.0,2001-12-19,april,morgan,2,S12355434,False,9,3,1,0,,6.0,1
2021-06-05,5254684055.0,2001-12-19,april,Morgan,2,,False,2,9,0,1,14.0,18.0,0
2021-10-23,5254684055.0,,APRIL,morgan,2,B21078505,True,8,11,1,2,,10.0,0
2022-06-07,5254684055.0,,APRIL,Morgan,1,O57940462,True,1,5,0,2,,20.0,1
2022-10-31,6377920617.0,,RENEE,Smith,0,Q12180561,False,1,4,0,0,8.0,23.0,0
2024-04-17,6377920617.0,,RENEE,,3,W18881896,True,6,0,1,1,12.0,11.0,1
2022-04-25,6377920617.0,,renee,Smith,1,F66281918,True,2,1,1,0,13.0,9.0,1
2022-07-26,4993958097.0,,jason,Martin,0,Q57104604,True,11,9,0,0,,23.0,0
2022-12-21,4993958097.0,,jason,martin,0,K25101256,True,10,3,0,0,,13.0,0
2023-03-17,4993958097.0,,jason,Martin,3,W62292692,True,5,7,1,1,1.0,3.0,1
2023-03-31,Unknown,,jason,Martin,1,P54791994,False,3,5,1,1,3.0,13.0,0
2021-07-15,4993958097.0,2012-02-24,jason,Martin,3,,True,6,10,2,0,,10.0,1
2022-04-01,1118843483.0,,michael,Harris,0,E16628297,False,7,11,0,2,2.0,12.0,1
